Entry	Entry Name	Protein names	Gene Names	Organism	Length	Virus hosts
A0A7G1CWK2	A0A7G1CWK2_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1352	Homo sapiens (Human) [TaxID: 9606]
A0A7G1CY36	A0A7G1CY36_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1356	Homo sapiens (Human) [TaxID: 9606]
A0A7G1CY40	A0A7G1CY40_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1356	Homo sapiens (Human) [TaxID: 9606]
A0A7G1CY48	A0A7G1CY48_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1356	Homo sapiens (Human) [TaxID: 9606]
A0A7G1D0H0	A0A7G1D0H0_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1351	Homo sapiens (Human) [TaxID: 9606]
A0A7G1D0H7	A0A7G1D0H7_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1356	Homo sapiens (Human) [TaxID: 9606]
A0A7G1D0I4	A0A7G1D0I4_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1356	Homo sapiens (Human) [TaxID: 9606]
A0A7G1D0J1	A0A7G1D0J1_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1351	Homo sapiens (Human) [TaxID: 9606]
A0A7G3W0P5	A0A7G3W0P5_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1351	Homo sapiens (Human) [TaxID: 9606]
A0A7G3W0P6	A0A7G3W0P6_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1351	Homo sapiens (Human) [TaxID: 9606]
A0A7G3W0P9	A0A7G3W0P9_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1356	Homo sapiens (Human) [TaxID: 9606]
A0A7G3W0Q0	A0A7G3W0Q0_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1356	Homo sapiens (Human) [TaxID: 9606]
A0A7G3W0Q1	A0A7G3W0Q1_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1356	Homo sapiens (Human) [TaxID: 9606]
A0A7G3W0Q2	A0A7G3W0Q2_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1356	Homo sapiens (Human) [TaxID: 9606]
A0A7G3W0Q5	A0A7G3W0Q5_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1356	Homo sapiens (Human) [TaxID: 9606]
A0A7G3W0Q6	A0A7G3W0Q6_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1356	Homo sapiens (Human) [TaxID: 9606]
A0A7G3XWA4	A0A7G3XWA4_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7G5B0B7	A0A7G5B0B7_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7G5WXI6	A0A7G5WXI6_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7G6GHW3	A0A7G6GHW3_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7G6UAI5	A0A7G6UAI5_BCHK3	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bat coronavirus HKU3 (BtCoV) (SARS-like coronavirus HKU3)	1259	Rhinolophus sinicus (Chinese rufous horseshoe bat) [TaxID: 89399]
A0A7G6UAJ9	A0A7G6UAJ9_BCHK3	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bat coronavirus HKU3 (BtCoV) (SARS-like coronavirus HKU3)	1259	Rhinolophus sinicus (Chinese rufous horseshoe bat) [TaxID: 89399]
A0A7G7LM65	A0A7G7LM65_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7G8ZXI2	A0A7G8ZXI2_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7G9PJ09	A0A7G9PJ09_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7G9U0L6	A0A7G9U0L6_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7G9XXL3	A0A7G9XXL3_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7H0C3W6	A0A7H0C3W6_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7H0CIU8	A0A7H0CIU8_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7H2DTM2	A0A7H2DTM2_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7H4J8H0	A0A7H4J8H0_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7H4JBV8	A0A7H4JBV8_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7H4JBY2	A0A7H4JBY2_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7H4JD64	A0A7H4JD64_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7H4JDV4	A0A7H4JDV4_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L4YH07	A0A7L4YH07_CVHOC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus OC43 (HCoV-OC43)	1361	Homo sapiens (Human) [TaxID: 9606]
A0A7L5PIR3	A0A7L5PIR3_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L5PIU7	A0A7L5PIU7_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L5PIV9	A0A7L5PIV9_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L5PKS3	A0A7L5PKS3_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L5PL73	A0A7L5PL73_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L5PM56	A0A7L5PM56_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L6WPR3	A0A7L6WPR3_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L7QTX2	A0A7L7QTX2_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L8K8V5	A0A7L8K8V5_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L9CHP7	A0A7L9CHP7_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L9VWI5	A0A7L9VWI5_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1238	Homo sapiens (Human) [TaxID: 9606]
A0A7L9W025	A0A7L9W025_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L9W1C3	A0A7L9W1C3_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L9W4Q0	A0A7L9W4Q0_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L9W6W9	A0A7L9W6W9_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7L9WCR1	A0A7L9WCR1_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7M1DQU6	A0A7M1DQU6_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7M1Y488	A0A7M1Y488_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7M3UVW2	A0A7M3UVW2_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7M4C331	A0A7M4C331_CVHOC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus OC43 (HCoV-OC43)	1361	Homo sapiens (Human) [TaxID: 9606]
A0A7M4C332	A0A7M4C332_CVHOC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus OC43 (HCoV-OC43)	1362	Homo sapiens (Human) [TaxID: 9606]
A0A7M4C334	A0A7M4C334_CVHK1	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Human coronavirus HKU1 (HCoV-HKU1)	1356	Homo sapiens (Human) [TaxID: 9606]
A0A7R6WCE7	A0A7R6WCE7_SARS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus (SARS-CoV)	1235	Homo sapiens (Human) [TaxID: 9606]; Paguma larvata (Masked palm civet) [TaxID: 9675]
A0A7S5GG55	A0A7S5GG55_MERS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	1353	
A0A7S5GIE4	A0A7S5GIE4_MERS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	1353	
A0A7S5HFR5	A0A7S5HFR5_MERS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	1353	
A0A7S5HFU0	A0A7S5HFU0_MERS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	1353	
A0A7S5L2F8	A0A7S5L2F8_MERS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	1353	
A0A7S5L2G9	A0A7S5L2G9_MERS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	1353	
A0A7S5LK20	A0A7S5LK20_MERS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	1353	
A0A7S6H9X8	A0A7S6H9X8_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1269	Homo sapiens (Human) [TaxID: 9606]
A0A7S6H9Y4	A0A7S6H9Y4_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1269	Homo sapiens (Human) [TaxID: 9606]
A0A7S6KRH9	A0A7S6KRH9_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1266	Homo sapiens (Human) [TaxID: 9606]
A0A7S6PRR7	A0A7S6PRR7_MERS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	1353	
A0A7S6PRU6	A0A7S6PRU6_MERS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	1353	
A0A7S6PRW0	A0A7S6PRW0_MERS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	1353	
A0A7S6PRZ1	A0A7S6PRZ1_MERS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	1353	
A0A7S6PRZ4	A0A7S6PRZ4_MERS	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	1353	
A0A7S6R4P1	A0A7S6R4P1_9BETC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bovine coronavirus	1363	
A0A7S6R4P4	A0A7S6R4P4_9BETC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bovine coronavirus	1363	
A0A7S6R4Q9	A0A7S6R4Q9_9BETC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bovine coronavirus	1363	
A0A7S6R539	A0A7S6R539_9BETC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bovine coronavirus	1363	
A0A7S6R5Z5	A0A7S6R5Z5_9BETC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bovine coronavirus	1363	
A0A7S6R5Z6	A0A7S6R5Z6_9BETC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bovine coronavirus	1363	
A0A7S6R606	A0A7S6R606_9BETC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bovine coronavirus	1363	
A0A7S6R6D7	A0A7S6R6D7_9BETC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bovine coronavirus	1363	
A0A7S6U0F8	A0A7S6U0F8_9BETC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bovine coronavirus	1363	
A0A7S6U1U5	A0A7S6U1U5_9BETC	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Bovine coronavirus	1363	
A0A7S6Y013	A0A7S6Y013_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273	Homo sapiens (Human) [TaxID: 9606]
A0A7S6Y2X1	A0A7S6Y2X1_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1232	Homo sapiens (Human) [TaxID: 9606]
